ID,Language,Why_A_Wrong,Why_B_Wrong,Why_C_Wrong,Review_Status,Reviewer_Comments
459,TR,"300 yıl önce bizi 18. yüzyıla, Yahudi topluluklarının kurulmasından çok sonrasına götürüyor. Bu, Yahudilerin Almanya'daki tarihsel varlığını önemli ölçüde küçümsüyor.","700 yıl önce 14. yüzyıla denk geliyor. Yahudi toplulukları o zamanlar mevcut olsa da, Almanya'daki tarihleri çok daha eskiye dayanıyor.","1150 yıl önce 9. yüzyıla atıfta bulunuyor. Bu, Alman-Yahudi tarihinin bazı önemli olaylarından önce gelse de, yine de bölgedeki Yahudi topluluklarının en eski varlığını yansıtmıyor.",,
459,UK,"300 років тому переносить нас у 18 століття, задовго після того, як були створені єврейські громади. Це значно недооцінює історичну присутність євреїв у Німеччині.","700 років тому відповідає 14 століттю. Хоча єврейські громади тоді були присутні, їхня історія в Німеччині сягає набагато далі.","1150 років тому відноситься до 9 століття. Хоча це передує деяким значним подіям у німецько-єврейській історії, воно все ще не охоплює найдавнішої присутності єврейських громад у регіоні.",,
459,AR,قبل 300 عام يضعنا في القرن الثامن عشر، بعد فترة طويلة من تأسيس الجاليات اليهودية. هذا يقلل بشكل كبير من الوجود التاريخي لليهود في ألمانيا.,قبل 700 عام يتوافق مع القرن الرابع عشر. في حين أن الجاليات اليهودية كانت موجودة آنذاك، إلا أن تاريخها في ألمانيا يعود إلى ما هو أبعد من ذلك بكثير.,قبل 1150 عام يشير إلى القرن التاسع. في حين أن هذا يسبق بعض الأحداث المهمة في التاريخ اليهودي الألماني، فإنه لا يزال لا يعكس أقدم وجود للجاليات اليهودية في المنطقة.,,
41,EN,,"While limiting corruption is a goal in any political system, it's not the primary reason for having multiple parties.  Transparency and accountability mechanisms, not just the number of parties, are key to fighting corruption.","Demonstrations are a fundamental right in a democracy (Grundgesetz, Article 8), often used to express opinions not adequately represented by existing parties.  Multiple parties aim to represent diverse views, but demonstrations remain a vital part of democratic expression.",,
41,DE,,"Obwohl die Begrenzung von Korruption in jedem politischen System ein Ziel ist, ist dies nicht der Hauptgrund für die Existenz mehrerer Parteien. Transparenz und Rechenschaftsmechanismen, nicht nur die Anzahl der Parteien, sind der Schlüssel zur Korruptionsbekämpfung.","Demonstrationen sind ein Grundrecht in einer Demokratie (Grundgesetz, Artikel 8), das oft genutzt wird, um Meinungen auszudrücken, die von bestehenden Parteien nicht ausreichend vertreten werden. Mehrere Parteien zielen darauf ab, verschiedene Ansichten zu repräsentieren, aber Demonstrationen bleiben ein wichtiger Bestandteil der demokratischen Meinungsäußerung.",,
41,TR,,"Yolsuzluğu sınırlamak her siyasi sistemde bir hedef olsa da, birden fazla partinin olmasının temel nedeni bu değildir. Yolsuzlukla mücadelede önemli olan, sadece parti sayısı değil, şeffaflık ve hesap verebilirlik mekanizmalarıdır.","Gösteriler, bir demokraside temel bir haktır (Temel Yasa, Madde 8) ve genellikle mevcut partiler tarafından yeterince temsil edilmeyen görüşleri ifade etmek için kullanılır. Birden fazla parti, farklı görüşleri temsil etmeyi amaçlar, ancak gösteriler demokratik ifade etmenin önemli bir parçası olmaya devam eder.",,
41,UK,,"Хоча обмеження корупції є метою будь-якої політичної системи, це не головна причина існування кількох партій. Ключовими для боротьби з корупцією є механізми прозорості та підзвітності, а не лише кількість партій.","Демонстрації є основоположним правом у демократії (Основний закон, стаття 8), яке часто використовується для висловлення думок, що не представлені належним чином існуючими партіями. Кілька партій прагнуть представляти різні погляди, але демонстрації залишаються важливою частиною демократичного вираження.",,
41,AR,,في حين أن الحد من الفساد هدف في أي نظام سياسي، إلا أنه ليس السبب الرئيسي لوجود أحزاب متعددة.  إن آليات الشفافية والمساءلة، وليس فقط عدد الأحزاب، هي المفتاح لمكافحة الفساد.,المظاهرات حق أساسي في الديمقراطية (القانون الأساسي، المادة 8)، وغالباً ما تستخدم للتعبير عن الآراء التي لا تمثلها الأحزاب القائمة بشكل كافٍ.  تهدف الأحزاب المتعددة إلى تمثيل وجهات نظر متنوعة، لكن المظاهرات تظل جزءاً حيوياً من التعبير الديمقراطي.,,
101,EN,"Jugendliche (young people) are not the primary focus of trade unions. While some unions have youth wings, their core mission is to represent working adults.",,"Rentnerinnen und Rentner (retirees) have their own representative organizations, such as the Deutscher Seniorenbund. While their interests sometimes overlap with workers, retirees are not the primary group represented by trade unions.",,
101,DE,"Jugendliche sind nicht der Hauptfokus von Gewerkschaften. Obwohl einige Gewerkschaften Jugendorganisationen haben, ist ihre Kernaufgabe die Vertretung von berufstätigen Erwachsenen.",,"Rentnerinnen und Rentner haben eigene Interessenverbände, wie z.B. den Deutschen Seniorenbund. Auch wenn sich ihre Interessen teilweise mit denen der Arbeitnehmer überschneiden, sind Rentner nicht die Hauptgruppe, die von Gewerkschaften vertreten wird.",,
101,TR,"Jugendliche (gençler) sendikaların ana odağı değildir. Bazı sendikaların gençlik kolları olsa da, temel görevleri çalışan yetişkinleri temsil etmektir.",,"Rentnerinnen und Rentner (emekliler), Deutscher Seniorenbund gibi kendi temsilci kuruluşlarına sahiptir. Çıkarları bazen çalışanlarla örtüşse de, emekliler sendikalar tarafından temsil edilen ana grup değildir.",,
101,UK,"Jugendliche (молодь) не є основним фокусом профспілок. Хоча деякі профспілки мають молодіжні крила, їх основна місія полягає в представництві працюючих дорослих.",,"Rentnerinnen und Rentner (пенсіонери) мають свої власні представницькі організації, такі як Deutscher Seniorenbund. Хоча їхні інтереси іноді перетинаються з інтересами працівників, пенсіонери не є основною групою, яку представляють профспілки.",,
101,AR,الشباب (Jugendliche) ليسوا محور تركيز النقابات العمالية. في حين أن بعض النقابات لديها أجنحة شبابية، فإن مهمتها الأساسية هي تمثيل البالغين العاملين.,,المتقاعدون (Rentnerinnen und Rentner) لديهم منظماتهم التمثيلية الخاصة، مثل Deutscher Seniorenbund. على الرغم من أن مصالحهم تتداخل أحيانًا مع مصالح العمال، إلا أن المتقاعدين ليسوا المجموعة الأساسية التي تمثلها النقابات العمالية.,,
111,EN,"Criticizing Israeli policies is not illegal in Germany. Freedom of speech is a protected right, allowing individuals to express their opinions, even if critical of a government. However, this right is not absolute and does not protect hate speech or incitement to violence.",Hanging an Israeli flag on private property is not illegal. It's an expression of support or affiliation and is generally protected under freedom of expression.,Discussing Israeli policies is not illegal.  Open dialogue and debate about political issues are fundamental in a democratic society like Germany.,,
111,DE,"Die Politik Israels öffentlich zu kritisieren ist in Deutschland nicht illegal. Die Meinungsfreiheit ist ein geschütztes Recht, das es Einzelpersonen erlaubt, ihre Meinung zu äußern, auch wenn sie Kritik an einer Regierung üben. Dieses Recht ist jedoch nicht absolut und schützt nicht vor Hassreden oder Aufruf zur Gewalt.",Das Aufhängen einer israelischen Flagge auf dem Privatgrundstück ist nicht illegal. Es ist ein Ausdruck der Unterstützung oder Zugehörigkeit und wird im Allgemeinen durch die Meinungsfreiheit geschützt.,Eine Diskussion über die Politik Israels ist nicht illegal. Offener Dialog und Debatte über politische Themen sind in einer demokratischen Gesellschaft wie Deutschland grundlegend.,,
